"Abbeville, LA","Baton Rouge, LA",1.0591168927460306,614133,27.933004515209515
"Baton Rouge, LA","Abbeville, LA",1.0591168927460306,614133,27.933004515209515
"Abbeville, LA","Breaux Bridge, LA",0.3817582714231616,38289,13.288655817706479
"Breaux Bridge, LA","Abbeville, LA",0.3817582714231616,38289,13.288655817706479
"Abbeville, LA","Crowley, LA",0.3347390274527271,34732,11.766122639372595
"Crowley, LA","Abbeville, LA",0.3347390274527271,34732,11.766122639372595
"Abbeville, LA","Donaldsonville, LA",1.1578697841294572,34395,40.73898357750806
"Donaldsonville, LA","Abbeville, LA",1.1578697841294572,34395,40.73898357750806
"Abbeville, LA","Eunice, LA",0.5892789906317711,31764,20.899093014962265
"Eunice, LA","Abbeville, LA",0.5892789906317711,31764,20.899093014962265
"Abbeville, LA","Franklin, LA",0.6632959945605065,34441,23.33456984775383
"Franklin, LA","Abbeville, LA",0.6632959945605065,34441,23.33456984775383
"Abbeville, LA","Lafayette, LA",0.2740323887791388,272544,7.838956130182792
"Lafayette, LA","Abbeville, LA",0.2740323887791388,272544,7.838956130182792
"Abbeville, LA","Lake Charles, LA",1.1129632067593282,163264,33.51133768280709
"Lake Charles, LA","Abbeville, LA",1.1129632067593282,163264,33.51133768280709
"Abbeville, LA","Morgan City, LA",0.9717020001008503,51846,32.81418113712078
"Morgan City, LA","Abbeville, LA",0.9717020001008503,51846,32.81418113712078
"Abbeville, LA","Opelousas, LA",0.5622117651739424,45358,19.241305718339383
"Opelousas, LA","Abbeville, LA",0.5622117651739424,45358,19.241305718339383
"Aberdeen, SD","Huron, SD",1.128695765252978,38614,39.25567201329999
"Huron, SD","Aberdeen, SD",1.128695765252978,38614,39.25567201329999
"Aberdeen, SD","Jamestown, ND",1.4680559831968223,41261,50.72109752820584
"Jamestown, ND","Aberdeen, SD",1.4680559831968223,41261,50.72109752820584
"Aberdeen, SD","Mitchell, SD",1.8157224554980895,40932,62.78315960712749
"Mitchell, SD","Aberdeen, SD",1.8157224554980895,40932,62.78315960712749
"Aberdeen, SD","Watertown, SD",1.4897569977012983,47088,50.7954029209036
"Watertown, SD","Aberdeen, SD",1.4897569977012983,47088,50.7954029209036
"Aberdeen, WA","Astoria, OR",0.7862953700741162,43971,26.994114405833496
"Astoria, OR","Aberdeen, WA",0.7862953700741162,43971,26.994114405833496
"Aberdeen, WA","Bremerton, WA",1.3264970485078376,228835,38.61482251258481
"Bremerton, WA","Aberdeen, WA",1.3264970485078376,228835,38.61482251258481
"Aberdeen, WA","Centralia, WA",0.8976293702859757,69373,29.442725272257118
"Centralia, WA","Aberdeen, WA",0.8976293702859757,69373,29.442725272257118
"Aberdeen, WA","Longview, WA",1.1984327525981513,93808,38.14078979508506
"Longview, WA","Aberdeen, WA",1.1984327525981513,93808,38.14078979508506
"Aberdeen, WA","Olympia, WA",0.9265123595505839,206473,27.249898585335547
"Olympia, WA","Aberdeen, WA",0.9265123595505839,206473,27.249898585335547
"Aberdeen, WA","Port Angeles, WA",1.2058638737436396,52719,40.65383947893959
"Port Angeles, WA","Aberdeen, WA",1.2058638737436396,52719,40.65383947893959
"Aberdeen, WA","Sequim, WA",1.3136734374265209,49142,44.60074732642747
"Sequim, WA","Aberdeen, WA",1.3136734374265209,49142,44.60074732642747
"Aberdeen, WA","Shelton, WA",0.7487040358512832,48561,25.449626443820673
"Shelton, WA","Aberdeen, WA",0.7487040358512832,48561,25.449626443820673
"Aberdeen, WA","Yelm, WA",1.209093345362548,42243,41.675839379689606
"Yelm, WA","Aberdeen, WA",1.209093345362548,42243,41.675839379689606
"Aberdeen, MD","Baltimore, MD",0.49803243669465097,2417414,11.453086106786284
"Baltimore, MD","Aberdeen, MD",0.49803243669465097,2417414,11.453086106786284
"Aberdeen, MD","Chesapeake Beach, MD",0.8959993010041944,237451,25.986648406932552
"Chesapeake Beach, MD","Aberdeen, MD",0.8959993010041944,237451,25.986648406932552
"Aberdeen, MD","Dover, DE",0.7291064823467075,324520,20.495891471136886
"Dover, DE","Aberdeen, MD",0.7291064823467075,324520,20.495891471136886
"Aberdeen, MD","Easton, MD",0.7423658562326297,230883,21.591300082266073
"Easton, MD","Aberdeen, MD",0.7423658562326297,230883,21.591300082266073
"Aberdeen, MD","Hanover, PA",0.8698398257150626,280052,24.81506517351241
"Hanover, PA","Aberdeen, MD",0.8698398257150626,280052,24.81506517351241
"Aberdeen, MD","Lancaster, PA",0.5452071111054934,615755,14.375425787488481
"Lancaster, PA","Aberdeen, MD",0.5452071111054934,615755,14.375425787488481
"Aberdeen, MD","Lebanon, PA",0.8606814407781779,290837,24.461183893983417
"Lebanon, PA","Aberdeen, MD",0.8606814407781779,290837,24.461183893983417
"Aberdeen, MD","Middletown, DE",0.44996120188299693,243166,13.019214521472282
"Middletown, DE","Aberdeen, MD",0.44996120188299693,243166,13.019214521472282
"Aberdeen, MD","New Freedom, PA",0.5852113696776626,227930,17.042472665338146
"New Freedom, PA","Aberdeen, MD",0.5852113696776626,227930,17.042472665338146
"Aberdeen, MD","Pottstown, PA",0.8973581414908962,321433,25.24973132257515
"Pottstown, PA","Aberdeen, MD",0.8973581414908962,321433,25.24973132257515
"Aberdeen, MD","Reading, PA",0.8583310328771758,480005,23.202257299683836
"Reading, PA","Aberdeen, MD",0.8583310328771758,480005,23.202257299683836
"Aberdeen, MD","Shady Side, MD",0.7557886526007137,224535,22.043064041034143
"Shady Side, MD","Aberdeen, MD",0.7557886526007137,224535,22.043064041034143
"Aberdeen, MD","Westminster, MD",0.8320067077854637,286465,23.68207056691168
